unique_registros_ID,genus,species,subspecies,if_hybrid,sex,locality_code,lat_dec,lon_dec,revised_accuracy,elev_min_etiq,elev_max_etiq,elev_unidad,day,month,year,Date_if_string,colector,coleccion,image_link
10835,Heliconius,sapho,candidus,,hembra,Tinalandia ECD PI,-0.3,-79.06666667,2,2800,2800,ft,3,5,1992,,"Emmel, T.C.",MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/sapho%20candidus%20big.jpg
10836,Heliconius,sapho,candidus,,macho,Tinalandia ECD PI,-0.3,-79.06666667,2,3400,3400,ft,24,6,1983,,"Stevens, M.",MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/sapho%20candidus%20big.jpg
10837,Heliconius,sapho,candidus,,hembra,Tinalandia ECD PI,-0.3,-79.06666667,2,2800,2800,ft,24,6,1983,,"Emmel, T.C.",MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/sapho%20candidus%20big.jpg
10838,Heliconius,sapho,candidus,,macho,Tinalandia ECD PI,-0.3,-79.06666667,2,1800,1800,ft,2,6,1978,,,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/sapho%20candidus%20big.jpg
10839,Heliconius,sapho,candidus,,hembra,Tinalandia ECD PI,-0.3,-79.06666667,2,3400,3400,ft,2,7,1980,,"Stevens, M.",MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/sapho%20candidus%20big.jpg
10840,Heliconius,sapho,sapho,,macho,Campana Cerro PAN PA,8.683333333,-79.91666667,,,,m,4,10,1970,,,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
10841,Heliconius,sapho,sapho,,hembra,Pina PAN CN,9.25,-79.96666667,,200,200,m,5,4,1971,,"King, H.L.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
10842,Heliconius,sapho,sapho,,macho,Pina PAN CN,9.25,-79.96666667,,200,200,m,8,3,1971,,"King, H.L.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
10843,Heliconius,sapho,sapho,,macho,Pina PAN CN,9.25,-79.96666667,,200,200,m,15,3,1973,,"King, H.L.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
10844,Heliconius,sapho,sapho,,macho,Pina PAN CN,9.25,-79.96666667,,,,m,1,8,1972,,"King, H.L.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
10845,Heliconius,sapho,sapho,,hembra,Colon PROVINCE PAN,9.314044444,-79.96203056,150,700,700,m,18,3,1971,,,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
10846,Heliconius,sapho,sapho,,macho,Campana Cerro PAN PA,8.683333333,-79.91666667,,,,m,20,4,1970,,"King, H.L.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
10847,Heliconius,sapho,sapho,,macho,Pina PAN CN,9.25,-79.96666667,,200,200,m,21,7,1972,,"King, H.L.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
10848,Heliconius,sapho,sapho,,hembra,Jefe Cerro PAN PA,9.233333333,-79.36666667,,2500,2500,ft,8,9,1973,,"Small, G.B.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
10849,Heliconius,sapho,sapho,,macho,Pina PAN CN,9.25,-79.96666667,,,,m,,4,1971,,"Small, G.B.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
10880,Heliconius,telesiphe,cretacea,,macho,Amazonas PROVINCE PER,-5.135822222,-78.20561389,250,2200,2200,m,,2,1975,,,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20cretaceus%20big.jpg
10887,Heliconius,telesiphe,sotericus,,macho,Topo ECD TU,-1.416666667,-78.16666667,,,,m,23,5,1983,,,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20sotericus%20big.jpg
10888,Heliconius,telesiphe,sotericus,,macho,Topo ECD TU,-1.416666667,-78.16666667,,,,m,25,5,1983,,,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20sotericus%20big.jpg
10889,Heliconius,telesiphe,sotericus,,hembra,Topo ECD TU,-1.416666667,-78.16666667,,,,m,17,3,1983,,,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20sotericus%20big.jpg
10890,Heliconius,telesiphe,sotericus,,hembra,Blanco Rio ECD TU,-1.383333333,-78.33333333,,,,m,20,5,1983,,,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20sotericus%20big.jpg
10891,Heliconius,telesiphe,sotericus,,macho,Cuyuja 17km east of ECD NA,-0.462130556,-77.92175278,2,,,m,21,8,1980,,Dunkle,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20sotericus%20big.jpg
10892,Heliconius,telesiphe,sotericus,,macho,Abitagua ECD PA,-1.45,-78.15,,,,m,16,8,1966,,,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20sotericus%20big.jpg
10893,Heliconius,telesiphe,telesiphe,,macho,Tingo Maria PER HU,-9.3,-76,2,,,m,12,5,1970,,,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20telesiphe%202%20big.jpg
10894,Heliconius,telesiphe,telesiphe,,macho,Chanchamayo PER JU,-11.06666667,-75.31666667,2,,,m,,,,,,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20telesiphe%202%20big.jpg
10895,Heliconius,telesiphe,telesiphe,,macho,Satipo PER JU,-11.25,-74.63333333,,,,m,,4,1980,,,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20telesiphe%202%20big.jpg
10896,Heliconius,telesiphe,telesiphe,,macho,Vereguala??,,,,,,m,21,5,1968,,,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20telesiphe%202%20big.jpg
10897,Heliconius,telesiphe,telesiphe,,macho,Songo Rio BOL LP,-15.71666667,-67.68333333,,,,m,,5,1980,13-Dec,Heindel,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20telesiphe%202%20big.jpg
10898,Heliconius,telesiphe,telesiphe,,macho,Abanico Rio (Gondefroi and Busby) ECD MS,-2.25,-78.20166667,2,1600,1600,m,12,9,2000,,Godefroi and Busby,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20telesiphe%202%20big.jpg
10899,Heliconius,telesiphe,telesiphe,,macho,Abanico Rio 1km ECD MS,-2.256833333,-78.195,2,1600,1600,m,11,9,2000,,Godefroi and Busby,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20telesiphe%202%20big.jpg
10900,Heliconius,telesiphe,telesiphe,,macho,Abanico Rio 1km ECD MS,-2.256833333,-78.195,2,1600,1600,m,11,9,2000,,Godefroi and Busby,MGCL/FLMNH,https://www.cliniquevetodax.com/Heliconius/images/telesiphe%20telesiphe%202%20big.jpg
11143,Heliconius,sapho,leuce,,hembra,San Quintin MEX CP,16.4,-91.33333333,,,,m,,8,1970,14-17,"Wind, Robert",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11144,Heliconius,sapho,leuce,,hembra,Chimalapa MEX OA,16.71666667,-94.68333333,,,,m,,8,1969,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11145,Heliconius,sapho,leuce,,hembra,Catemaco MEX VC,18.41666667,-95.11666667,,,,m,,9,1957,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11146,Heliconius,sapho,leuce,,hembra,Sarabia Rio MEX OA,17.08333333,-95.25,,,,m,,9,1958,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11147,Heliconius,sapho,leuce,,hembra,Sarabia Rio MEX CP,17.06944444,-95.17166667,30,,,m,,8,1958,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11148,Heliconius,sapho,leuce,,hembra,Santa Rosa Comitan MEX CP,16.08333333,-91.75,,,,m,,7,1967,,ECW,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11149,Heliconius,sapho,leuce,,hembra,Santa Rosa Comitan MEX CP,16.08333333,-91.75,,,,m,,7,1963,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11150,Heliconius,sapho,leuce,,hembra,San Quintin MEX CP,16.4,-91.33333333,,,,m,,8,1971,13-17,"Wind, Robert",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11151,Heliconius,sapho,leuce,,hembra,Sarabia Rio MEX CP,17.06944444,-95.17166667,30,,,m,,8,1958,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11152,Heliconius,sapho,leuce,,hembra,Chimalapa MEX OA,16.71666667,-94.68333333,,,,m,,9,1963,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11153,Heliconius,sapho,leuce,,hembra,Sarabia Rio MEX OA,17.08333333,-95.25,,,,m,,9,1958,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11154,Heliconius,sapho,leuce,,hembra,Comalapa MEX CP,15.7,-92.1,2,,,m,,8,1965,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11155,Heliconius,sapho,leuce,,hembra,Catemaco MEX VC,18.41666667,-95.11666667,,,,m,,9,1971,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11156,Heliconius,sapho,leuce,,macho,Sarabia Rio MEX OA,17.08333333,-95.25,,,,m,,9,1958,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11157,Heliconius,sapho,leuce,,macho,Santa Rosa Comitan MEX CP,16.08333333,-91.75,,,,m,,9,1967,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11158,Heliconius,sapho,leuce,,macho,San Quintin MEX CP,16.4,-91.33333333,,,,m,,9,1971,18-22,"Wind, Robert",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11159,Heliconius,sapho,leuce,,macho,San Quintin MEX CP,16.4,-91.33333333,,,,m,,8,1971,13-17,"Wind, Robert",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11160,Heliconius,sapho,leuce,,hembra,Santa Rosa Comitan MEX CP,16.08333333,-91.75,,,,m,,8,1969,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11161,Heliconius,sapho,leuce,,macho,Tuxtepec MEX OA,18.1,-96.11666667,,,,m,,7,1959,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11162,Heliconius,sapho,leuce,,macho,San Quintin MEX CP,16.4,-91.33333333,,,,m,,9,1971,04-Jan,"Wind, Robert",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11163,Heliconius,sapho,leuce,,macho,Chiapas MEX CP,16.7,-93,,,,m,,8,1963,,MS,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11164,Heliconius,sapho,leuce,,hembra,San Quintin MEX CP,16.4,-91.33333333,,,,m,,8,1971,13-17,"Wind, Robert",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11165,Heliconius,sapho,leuce,,macho,San Quintin MEX CP,16.4,-91.33333333,,,,m,,8,1970,14-17,"Wind, Robert",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11166,Heliconius,sapho,leuce,,macho,Chimalapa MEX OA,16.71666667,-94.68333333,,,,m,,9,1965,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11167,Heliconius,sapho,leuce,,macho,Chimalapa MEX OA,16.71666667,-94.68333333,,,,m,,9,1956,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11168,Heliconius,sapho,leuce,,hembra,San Quintin MEX CP,16.4,-91.33333333,,,,m,6,9,1970,,RGW,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11169,Heliconius,sapho,leuce,,hembra,Chimalapa MEX OA,16.71666667,-94.68333333,,,,m,,8,1965,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11170,Heliconius,sapho,leuce,,macho,Ocozingo MEX CP,17.06666667,-92.25,,,,m,,9,1947,,,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11171,Heliconius,sapho,leuce,,hembra,Ocozingo MEX CP,17.06666667,-92.25,,,,m,,9,1947,,,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11172,Heliconius,sapho,leuce,,macho,San Jose del Carmen 10 mi S MEX VC,,,,,,m,,4,1959,23-25,"Emmel, T.C.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11173,Heliconius,sapho,leuce,,macho,"Rio Tonola near, Hway 185 MEX VC",,,,,,m,25,4,1959,,"Emmel, T.C.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11174,Heliconius,sapho,leuce,,macho,San Jose del Carmen 10 mi S MEX VC,,,,,,m,,4,1959,23-25,"Emmel, T.C.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11175,Heliconius,sapho,leuce,,macho,Dos Amates MEX VC,18.48333333,-95.05,,,,m,,9,1973,,,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11176,Heliconius,sapho,leuce,,macho,San Quintin MEX CP,16.4,-91.33333333,,,,m,12,9,1971,,"Wind, Robert",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11177,Heliconius,sapho,leuce,,hembra,San Quintin MEX CP,16.4,-91.33333333,,,,m,20,4,1973,,"Wind, Robert",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11178,Heliconius,sapho,leuce,,hembra,"Rio Tonola near, Hway 185 MEX VC",,,,,,m,25,4,1959,,"Emmel, T.C.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11179,Heliconius,sapho,leuce,,macho,Ocozingo MEX CP,17.06666667,-92.25,,,,m,,9,1947,,,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11180,Heliconius,sapho,leuce,,macho,Potrerillo MEX VC,,,,,,m,,10,1956,,"Welling, E.C.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11181,Heliconius,sapho,leuce,,macho,San Quintin MEX CP,16.4,-91.33333333,,,,m,4,9,1971,,"Wind, Robert",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11182,Heliconius,sapho,leuce,,macho,Santa Rosa Comitan MEX CP,16.08333333,-91.75,,,,m,,5,1963,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11183,Heliconius,sapho,leuce,,macho,Chimalapa MEX OA,16.71666667,-94.68333333,,,,m,,9,1945,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11184,Heliconius,sapho,leuce,,macho,San Martin Tuxelo MEX VC,18.55,-95.2,5,,,m,,3,1953,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11185,Heliconius,sapho,leuce,,macho,San Manuel MEX VC,18.08333333,-95.06666667,2,,,m,,9,1947,,,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11186,Heliconius,sapho,leuce,,hembra,Oaxaca MEX OA,17.05,-96.71666667,2,,,m,,9,1968,,ADF,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11187,Heliconius,sapho,leuce,,macho,Chimalapa MEX OA,16.71666667,-94.68333333,,,,m,,9,1963,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11188,Heliconius,sapho,leuce,,macho,Ocozingo MEX CP,17.06666667,-92.25,,,,m,,6,1940,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11189,Heliconius,sapho,leuce,,hembra,Chimalapa MEX OA,16.71666667,-94.68333333,,,,m,,8,1965,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11190,Heliconius,sapho,leuce,,macho,Chimalapa MEX OA,16.71666667,-94.68333333,,,,m,,9,1965,,"Escalante, T.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11191,Heliconius,sapho,leuce,,macho,Oaxaca MEX OA,17.05,-96.71666667,2,,,m,,9,1968,,ADF,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11192,Heliconius,sapho,leuce,,macho,Tuxtla Gutierrez MEX CP,16.73333333,-93.15,,,,m,13,8,1961,,MS,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
11194,Heliconius,sapho,sapho,,hembra,Casabe COL AN,7.05,-73.88333333,,,,m,7,4,1959,,,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
11195,Heliconius,sapho,sapho,,macho,no data,,,999,,,m,,,,,,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
11196,Heliconius,sapho,sapho,,macho,no data,,,999,,,m,,,,,,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
11197,Heliconius,sapho,sapho,,macho,no data,,,999,,,m,,,,,,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
11198,Heliconius,sapho,sapho,,macho,Muzo COL BY,5.533333333,-74.1,2,,,m,,,1916,04-Mar,,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
11199,Heliconius,sapho,sapho,,macho,Pina PAN CN,9.25,-79.96666667,,,,m,28,4,1970,,"King, H.L.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
11200,Heliconius,sapho,sapho,,macho,Madden Dam PAN CZ,9.216666667,-79.61666667,2,,,m,15,5,1965,,Real,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
11201,Heliconius,sapho,sapho,,hembra,Pina PAN CN,9.25,-79.96666667,,,,m,4,8,1970,,"King, H.L.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
11202,Heliconius,sapho,sapho,,macho,Pina PAN CN,9.25,-79.96666667,,,,m,28,4,1970,,"King, H.L.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
11203,Heliconius,sapho,sapho,,macho,Pina PAN CN,9.25,-79.96666667,,,,m,22,5,1970,,"King, H.L.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
11204,Heliconius,sapho,sapho,,macho,Pina PAN CN,9.25,-79.96666667,,,,m,11,5,1970,,"King, H.L.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
11205,Heliconius,sapho,sapho,,macho,Pina PAN CN,9.25,-79.96666667,,,,m,10,5,1970,,"King, H.L.",MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
11206,Heliconius,sapho,sapho,,hembra,Gatun PAN CN,9.266666667,-79.91666667,2,,,m,31,8,1945,,RJJ,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
11207,Heliconius,sapho,leuce,,macho,Columbia forest BEL TO,16.33333333,-88.98333333,,,,m,,,1968,22/7-3/8,Hasse,MGCL/FLMNH,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
